PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
908 909 910 930 931 932 940 941 942 
1.65708E+00 9.68387E-02 8.14769E-01 7.45372E+00 4.35489E-01 -2.20727E+06 7.45658E+00 4.35746E-01 2.23655E+06 
1.68592E+00 1.14071E-01 9.55653E-01 7.58349E+00 5.13046E-01 -2.25083E+06 7.58633E+00 5.13287E-01 2.28056E+06 
1.75141E+00 1.45860E-01 1.13381E+00 7.83632E+00 6.33455E-01 -2.28491E+06 7.83913E+00 6.33680E-01 2.31508E+06 
1.87158E+00 1.94263E-01 1.36201E+00 8.25907E+00 8.01994E-01 -2.28169E+06 8.26185E+00 8.02205E-01 2.31231E+06 
2.03498E+00 2.53016E-01 1.65902E+00 8.83733E+00 1.00796E+00 -2.27780E+06 8.84007E+00 1.00816E+00 2.30887E+06 
2.24913E+00 3.23676E-01 2.05132E+00 9.59808E+00 1.25698E+00 -2.27322E+06 9.60079E+00 1.25716E+00 2.30475E+06 
2.52245E+00 4.07873E-01 2.57785E+00 1.05717E+01 1.55491E+00 -2.26797E+06 1.05744E+01 1.55508E+00 2.29996E+06 
2.78051E+00 4.83366E-01 3.11334E+00 1.14926E+01 1.82281E+00 -2.26345E+06 1.14953E+01 1.82297E+00 2.29580E+06 
2.86442E+00 5.07271E-01 3.29682E+00 1.17923E+01 1.90776E+00 -2.26205E+06 1.17950E+01 1.90792E+00 2.29451E+06 
3.32235E+00 6.33390E-01 4.39067E+00 1.34294E+01 2.35661E+00 -2.25492E+06 1.34320E+01 2.35676E+00 2.28789E+06 
3.88771E+00 7.81135E-01 5.98921E+00 1.54530E+01 2.88353E+00 -2.24703E+06 1.54555E+01 2.88367E+00 2.28052E+06 
4.57780E+00 9.52408E-01 8.38531E+00 1.79254E+01 3.49535E+00 -2.23840E+06 1.79279E+01 3.49547E+00 2.27242E+06 
5.41244E+00 1.14891E+00 1.20767E+01 2.09177E+01 4.19815E+00 -2.22906E+06 2.09202E+01 4.19826E+00 2.26361E+06 
6.40747E+00 1.48611E+00 1.79301E+01 2.41495E+01 4.99395E+00 -2.21844E+06 2.41519E+01 4.99405E+00 2.25351E+06 
