PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
908 909 910 930 931 932 940 941 942 
1.57658E+00 9.12342E-02 7.42698E-01 7.09255E+00 4.10364E-01 -2.09969E+06 7.09336E+00 4.10443E-01 2.12586E+06 
1.60680E+00 1.08778E-01 8.71761E-01 7.22854E+00 4.89322E-01 -2.14429E+06 7.22932E+00 4.89393E-01 2.17088E+06 
1.67390E+00 1.40906E-01 1.03505E+00 7.48809E+00 6.11212E-01 -2.17935E+06 7.48884E+00 6.11275E-01 2.20637E+06 
1.79572E+00 1.89650E-01 1.24434E+00 7.91767E+00 7.81240E-01 -2.17699E+06 7.91839E+00 7.81296E-01 2.20443E+06 
1.96078E+00 2.48775E-01 1.51688E+00 8.50274E+00 9.88805E-01 -2.17400E+06 8.50343E+00 9.88855E-01 2.20186E+06 
2.17655E+00 3.19827E-01 1.87708E+00 9.27024E+00 1.23947E+00 -2.17036E+06 9.27088E+00 1.23952E+00 2.19867E+06 
2.45144E+00 4.04422E-01 2.36082E+00 1.02504E+01 1.53907E+00 -2.16609E+06 1.02510E+01 1.53911E+00 2.19484E+06 
2.71067E+00 4.80218E-01 2.85305E+00 1.11763E+01 1.80823E+00 -2.16235E+06 1.11769E+01 1.80827E+00 2.19144E+06 
2.79492E+00 5.04209E-01 3.02176E+00 1.14774E+01 1.89354E+00 -2.16118E+06 1.14779E+01 1.89357E+00 2.19038E+06 
3.25437E+00 6.30716E-01 4.02802E+00 1.31209E+01 2.34402E+00 -2.15519E+06 1.31214E+01 2.34404E+00 2.18487E+06 
3.82108E+00 7.78795E-01 5.49961E+00 1.51504E+01 2.87236E+00 -2.14847E+06 1.51509E+01 2.87238E+00 2.17866E+06 
4.51235E+00 9.50326E-01 7.70708E+00 1.76280E+01 3.48532E+00 -2.14106E+06 1.76284E+01 3.48533E+00 2.17175E+06 
5.34792E+00 1.14698E+00 1.11105E+01 2.06247E+01 4.18889E+00 -2.13296E+06 2.06251E+01 4.18889E+00 2.16416E+06 
