PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
908 909 910 
1.62548E+00 9.45618E-02 6.84978E-01 
1.65490E+00 1.11924E-01 8.03979E-01 
1.72116E+00 1.43875E-01 9.54535E-01 
1.84224E+00 1.92475E-01 1.14749E+00 
2.00667E+00 2.51468E-01 1.39874E+00 
2.22195E+00 3.22411E-01 1.73079E+00 
2.49653E+00 4.06931E-01 2.17670E+00 
2.75565E+00 4.82700E-01 2.63042E+00 
2.83988E+00 5.06690E-01 2.78593E+00 
3.29947E+00 6.33232E-01 3.71338E+00 
3.86664E+00 7.81432E-01 5.06961E+00 
4.55874E+00 9.53180E-01 7.10383E+00 
5.39557E+00 1.15017E+00 1.02398E+01 
6.39302E+00 1.48810E+00 1.52155E+01 
7.58589E+00 1.76599E+00 2.33743E+01 
9.03293E+00 2.07725E+00 3.72212E+01 
1.07761E+01 2.42323E+00 6.15893E+01 
1.28648E+01 2.80515E+00 1.06100E+02 
1.53606E+01 3.22485E+00 1.90386E+02 
1.83534E+01 3.68755E+00 3.54783E+02 
2.20236E+01 4.21266E+00 6.79146E+02 
2.68648E+01 4.86996E+00 1.29957E+03 
3.42059E+01 5.85332E+00 2.35602E+03 
4.60978E+01 7.41876E+00 3.76134E+03 
6.23735E+01 9.40440E+00 5.05606E+03 
7.96884E+01 1.12151E+01 5.86650E+03 
1.53576E+00 8.86782E-02 5.68388E-01 
1.56498E+00 1.05627E-01 6.67202E-01 
1.62977E+00 1.36642E-01 7.92212E-01 
1.74712E+00 1.83657E-01 9.52415E-01 
1.90556E+00 2.40580E-01 1.16102E+00 
2.11202E+00 3.08833E-01 1.43669E+00 
2.37426E+00 3.89890E-01 1.80689E+00 
2.62092E+00 4.62338E-01 2.18355E+00 
2.70097E+00 4.85236E-01 2.31265E+00 
3.13674E+00 6.05731E-01 3.08256E+00 
3.67273E+00 7.46285E-01 4.20838E+00 
4.32475E+00 9.08503E-01 5.89693E+00 
5.11080E+00 1.09378E+00 8.49989E+00 
6.04893E+00 1.41137E+00 1.26298E+01 
7.16793E+00 1.67016E+00 1.94012E+01 
8.52097E+00 1.95884E+00 3.08932E+01 
1.01459E+01 2.27839E+00 5.11159E+01 
1.20872E+01 2.62968E+00 8.80529E+01 
1.44002E+01 3.01412E+00 1.57994E+02 
1.71665E+01 3.43628E+00 2.94406E+02 
2.05510E+01 3.91382E+00 5.63546E+02 
2.50088E+01 4.51092E+00 1.07835E+03 
3.17660E+01 5.40552E+00 1.95499E+03 
4.27058E+01 6.83071E+00 3.12122E+03 
5.76437E+01 8.63317E+00 4.19568E+03 
7.34678E+01 1.02649E+01 4.86805E+03 
1.45097E+00 8.31125E-02 4.72201E-01 
1.48003E+00 9.96771E-02 5.54280E-01 
1.54344E+00 1.29808E-01 6.58110E-01 
1.65719E+00 1.75314E-01 7.91160E-01 
1.80988E+00 2.30256E-01 9.64396E-01 
2.00787E+00 2.95929E-01 1.19331E+00 
2.25828E+00 3.73660E-01 1.50070E+00 
2.49302E+00 4.42916E-01 1.81343E+00 
2.56906E+00 4.64766E-01 1.92061E+00 
2.98211E+00 5.79457E-01 2.55980E+00 
3.48841E+00 7.12685E-01 3.49438E+00 
4.10236E+00 8.65796E-01 4.89600E+00 
4.84032E+00 1.03992E+00 7.05647E+00 
5.72213E+00 1.33819E+00 1.04840E+01 
6.77117E+00 1.57894E+00 1.61035E+01 
8.03547E+00 1.84637E+00 2.56396E+01 
9.54909E+00 2.14116E+00 4.24192E+01 
1.13520E+01 2.46384E+00 7.30648E+01 
1.34940E+01 2.81547E+00 1.31089E+02 
1.60488E+01 3.20004E+00 2.44251E+02 
1.91673E+01 3.63365E+00 4.67508E+02 
2.32686E+01 4.17524E+00 8.94540E+02 
2.94835E+01 4.98804E+00 1.62175E+03 
3.95398E+01 6.28402E+00 2.58925E+03 
5.32393E+01 7.91824E+00 3.48062E+03 
6.76885E+01 9.38657E+00 4.03824E+03 
1.37086E+00 7.78480E-02 3.92325E-01 
1.39978E+00 9.40557E-02 4.60475E-01 
1.46188E+00 1.23353E-01 5.46678E-01 
1.57219E+00 1.67423E-01 6.57131E-01 
1.71935E+00 2.20469E-01 8.00934E-01 
1.90920E+00 2.83666E-01 9.90941E-01 
2.14826E+00 3.58199E-01 1.24605E+00 
2.37159E+00 4.24387E-01 1.50559E+00 
2.44381E+00 4.45230E-01 1.59454E+00 
2.83516E+00 5.54349E-01 2.12494E+00 
3.31320E+00 6.80560E-01 2.90039E+00 
3.89101E+00 8.24971E-01 4.06325E+00 
4.58343E+00 9.88465E-01 5.85552E+00 
5.41179E+00 1.26841E+00 8.69871E+00 
6.39459E+00 1.49213E+00 1.33597E+01 
7.57514E+00 1.73959E+00 2.12686E+01 
8.98403E+00 2.01118E+00 3.51837E+01 
1.06571E+01 2.30716E+00 6.05959E+01 
1.26391E+01 2.62829E+00 1.08707E+02 
1.49966E+01 2.97805E+00 2.02531E+02 
1.78675E+01 3.37110E+00 3.87629E+02 
2.16377E+01 3.86156E+00 7.41671E+02 
2.73492E+01 4.59904E+00 1.34461E+03 
3.65863E+01 5.77612E+00 2.14686E+03 
4.91401E+01 7.25595E+00 2.88599E+03 
6.23222E+01 8.57529E+00 3.34827E+03 
1.29518E+00 7.28692E-02 3.25761E-01 
1.32397E+00 8.87461E-02 3.82301E-01 
1.38485E+00 1.17257E-01 4.53812E-01 
1.49185E+00 1.59960E-01 5.45434E-01 
1.63369E+00 2.11192E-01 6.64711E-01 
1.81571E+00 2.72010E-01 8.22298E-01 
2.04389E+00 3.43469E-01 1.03387E+00 
2.25630E+00 4.06709E-01 1.24909E+00 
2.32486E+00 4.26585E-01 1.32284E+00 
2.69551E+00 5.30355E-01 1.76264E+00 
3.14665E+00 6.49844E-01 2.40557E+00 
3.69015E+00 7.85944E-01 3.36962E+00 
4.33945E+00 9.39321E-01 4.85534E+00 
5.11711E+00 1.20186E+00 7.21208E+00 
6.03723E+00 1.40954E+00 1.10753E+01 
7.13878E+00 1.63823E+00 1.76300E+01 
8.44918E+00 1.88809E+00 2.91619E+01 
1.00005E+01 2.15919E+00 5.02202E+01 
1.18329E+01 2.45200E+00 9.00864E+01 
1.40064E+01 2.76954E+00 1.67828E+02 
1.66470E+01 3.12520E+00 3.21196E+02 
2.01098E+01 3.56863E+00 6.14551E+02 
2.53544E+01 4.23683E+00 1.11418E+03 
3.38324E+01 5.30456E+00 1.77906E+03 
4.53268E+01 6.64287E+00 2.39169E+03 
5.73422E+01 7.82651E+00 2.77481E+03 
1.22370E+00 6.81611E-02 2.70226E-01 
1.25239E+00 8.37324E-02 3.17088E-01 
1.31211E+00 1.11503E-01 3.76355E-01 
1.41593E+00 1.52904E-01 4.52287E-01 
1.55264E+00 2.02398E-01 5.51130E-01 
1.72714E+00 2.60932E-01 6.81712E-01 
1.94488E+00 3.29434E-01 8.57014E-01 
2.14683E+00 3.89839E-01 1.03533E+00 
2.21189E+00 4.08784E-01 1.09644E+00 
2.56278E+00 5.07419E-01 1.46080E+00 
2.98832E+00 6.20470E-01 1.99341E+00 
3.49926E+00 7.48632E-01 2.79199E+00 
4.10776E+00 8.92380E-01 4.02263E+00 
4.83732E+00 1.13841E+00 5.97464E+00 
5.69814E+00 1.33096E+00 9.17427E+00 
6.72520E+00 1.54202E+00 1.46028E+01 
7.94302E+00 1.77158E+00 2.41529E+01 
9.38029E+00 2.01948E+00 4.15917E+01 
1.10729E+01 2.28601E+00 7.46048E+01 
1.30750E+01 2.57379E+00 1.38982E+02 
1.55015E+01 2.89501E+00 2.65985E+02 
1.86790E+01 3.29520E+00 5.08926E+02 
2.34908E+01 3.89974E+00 9.22744E+02 
3.12657E+01 4.86702E+00 1.47353E+03 
4.17813E+01 6.07571E+00 1.98113E+03 
5.27229E+01 7.13588E+00 2.29859E+03 
1.15619E+00 6.37102E-02 2.23918E-01 
1.18480E+00 7.90000E-02 2.62722E-01 
1.24345E+00 1.06076E-01 3.11797E-01 
1.34419E+00 1.46236E-01 3.74669E-01 
1.47597E+00 1.94065E-01 4.56508E-01 
1.64323E+00 2.50402E-01 5.64621E-01 
1.85094E+00 3.16060E-01 7.09752E-01 
2.04288E+00 3.73737E-01 8.57375E-01 
2.10459E+00 3.91788E-01 9.07962E-01 
2.43662E+00 4.85492E-01 1.20958E+00 
2.83780E+00 5.92376E-01 1.65048E+00 
3.31785E+00 7.12960E-01 2.31150E+00 
3.88774E+00 8.47546E-01 3.33013E+00 
4.57170E+00 1.07792E+00 4.94583E+00 
5.37644E+00 1.25621E+00 7.59412E+00 
6.33328E+00 1.45074E+00 1.20872E+01 
7.46413E+00 1.66131E+00 1.99914E+01 
8.79455E+00 1.88763E+00 3.44247E+01 
1.03566E+01 2.12979E+00 6.17482E+01 
1.21990E+01 2.39009E+00 1.15031E+02 
1.44267E+01 2.67962E+00 2.20154E+02 
1.73397E+01 3.04014E+00 4.21260E+02 
2.17505E+01 3.58623E+00 7.63876E+02 
2.88746E+01 4.46132E+00 1.22000E+03 
3.84865E+01 5.55142E+00 1.64050E+03 
4.84406E+01 6.49940E+00 1.90353E+03 
1.09247E+00 5.95037E-02 1.85361E-01 
1.12101E+00 7.45352E-02 2.17467E-01 
1.17864E+00 1.00959E-01 2.58071E-01 
1.27643E+00 1.39937E-01 3.10089E-01 
1.40344E+00 1.86169E-01 3.77799E-01 
1.56373E+00 2.40395E-01 4.67246E-01 
1.76182E+00 3.03314E-01 5.87316E-01 
1.94417E+00 3.58367E-01 7.09446E-01 
2.00268E+00 3.75558E-01 7.51296E-01 
2.31671E+00 4.64527E-01 1.00083E+00 
2.69470E+00 5.65505E-01 1.36556E+00 
3.14545E+00 6.78854E-01 1.91241E+00 
3.67882E+00 8.04727E-01 2.75507E+00 
4.31956E+00 1.02026E+00 4.09168E+00 
5.07129E+00 1.18513E+00 6.28253E+00 
5.96198E+00 1.36415E+00 9.99953E+00 
7.01115E+00 1.55699E+00 1.65386E+01 
8.24154E+00 1.76323E+00 2.84794E+01 
9.68175E+00 1.98283E+00 5.10854E+01 
1.13756E+01 2.21778E+00 9.51712E+01 
1.34186E+01 2.47821E+00 1.82156E+02 
1.60866E+01 2.80234E+00 3.48585E+02 
2.01262E+01 3.29483E+00 6.32187E+02 
2.66483E+01 4.08540E+00 1.00987E+03 
3.54262E+01 5.06712E+00 1.35818E+03 
4.44729E+01 5.91326E+00 1.57614E+03 
1.03234E+00 5.55300E-02 1.53315E-01 
1.06082E+00 7.03256E-02 1.79864E-01 
1.11751E+00 9.61403E-02 2.13439E-01 
1.21243E+00 1.33991E-01 2.56454E-01 
1.33484E+00 1.78692E-01 3.12443E-01 
1.48842E+00 2.30885E-01 3.86406E-01 
1.67727E+00 2.91167E-01 4.85692E-01 
1.85043E+00 3.43694E-01 5.86681E-01 
1.90588E+00 3.60058E-01 6.21287E-01 
2.20272E+00 4.44479E-01 8.27624E-01 
2.55866E+00 5.39801E-01 1.12923E+00 
2.98161E+00 6.46245E-01 1.58142E+00 
3.48046E+00 7.63833E-01 2.27825E+00 
4.08025E+00 9.65303E-01 3.38357E+00 
4.78188E+00 1.11754E+00 5.19538E+00 
5.61027E+00 1.28204E+00 8.26941E+00 
6.58278E+00 1.45833E+00 1.36776E+01 
7.71960E+00 1.64592E+00 2.35539E+01 
9.04615E+00 1.84465E+00 4.22525E+01 
1.06018E+01 2.05625E+00 7.87215E+01 
1.24736E+01 2.28997E+00 1.50686E+02 
1.49146E+01 2.58077E+00 2.88402E+02 
1.86107E+01 3.02417E+00 5.23138E+02 
2.45764E+01 3.73733E+00 8.35863E+02 
3.25853E+01 4.62009E+00 1.12440E+03 
4.07988E+01 5.37393E+00 1.30506E+03 
9.75621E-01 5.17786E-02 1.26733E-01 
1.00405E+00 6.63600E-02 1.48676E-01 
1.05987E+00 9.16074E-02 1.76429E-01 
1.15201E+00 1.28383E-01 2.11985E-01 
1.26997E+00 1.71613E-01 2.58266E-01 
1.41708E+00 2.21850E-01 3.19405E-01 
1.59705E+00 2.79590E-01 4.01478E-01 
1.76141E+00 3.29686E-01 4.84960E-01 
