PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
908 909 910 930 931 932 940 941 942 
1.65531E+00 9.64128E-02 4.79804E-01 7.44691E+00 4.33671E-01 -2.21407E+06 7.45230E+00 4.34165E-01 2.23238E+06 
1.68468E+00 1.13855E-01 5.65143E-01 7.57902E+00 5.12170E-01 -2.25824E+06 7.58440E+00 5.12637E-01 2.27690E+06 
1.75113E+00 1.45996E-01 6.73406E-01 7.83554E+00 6.33936E-01 -2.29277E+06 7.84090E+00 6.34378E-01 2.31178E+06 
1.87271E+00 1.94887E-01 8.12565E-01 8.26336E+00 8.04229E-01 -2.28959E+06 8.26870E+00 8.04647E-01 2.30895E+06 
2.03786E+00 2.54217E-01 9.94283E-01 8.84786E+00 1.01228E+00 -2.28573E+06 8.85318E+00 1.01267E+00 2.30545E+06 
2.25410E+00 3.25549E-01 1.23513E+00 9.61617E+00 1.26371E+00 -2.28119E+06 9.62146E+00 1.26408E+00 2.30127E+06 
2.52992E+00 4.10514E-01 1.55955E+00 1.05988E+01 1.56441E+00 -2.27597E+06 1.06041E+01 1.56476E+00 2.29643E+06 
2.79021E+00 4.86668E-01 1.89055E+00 1.15277E+01 1.83469E+00 -2.27147E+06 1.15330E+01 1.83502E+00 2.29222E+06 
2.87483E+00 5.10778E-01 2.00418E+00 1.18299E+01 1.92037E+00 -2.27008E+06 1.18352E+01 1.92070E+00 2.29092E+06 
3.33647E+00 6.37934E-01 2.68334E+00 1.34803E+01 2.37296E+00 -2.26298E+06 1.34856E+01 2.37327E+00 2.28424E+06 
3.90614E+00 7.86823E-01 3.68008E+00 1.55194E+01 2.90400E+00 -2.25512E+06 1.55246E+01 2.90429E+00 2.27681E+06 
4.60124E+00 9.59337E-01 5.18070E+00 1.80098E+01 3.52028E+00 -2.24652E+06 1.80150E+01 3.52055E+00 2.26865E+06 
5.44163E+00 1.15716E+00 7.50302E+00 2.10229E+01 4.22787E+00 -2.23720E+06 2.10280E+01 4.22812E+00 2.25978E+06 
