PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
908 909 910 930 931 932 940 941 942 
1.62762E+00 9.48639E-02 4.27333E-01 7.32364E+00 4.26824E-01 -2.17586E+06 7.32383E+00 4.26844E-01 2.19084E+06 
1.65699E+00 1.12210E-01 5.03700E-01 7.45576E+00 5.04886E-01 -2.21993E+06 7.45592E+00 5.04901E-01 2.23522E+06 
1.72301E+00 1.44106E-01 6.00631E-01 7.71092E+00 6.25771E-01 -2.25451E+06 7.71105E+00 6.25781E-01 2.27010E+06 
1.84368E+00 1.92605E-01 7.25290E-01 8.13588E+00 7.94743E-01 -2.25178E+06 8.13598E+00 7.94748E-01 2.26769E+06 
2.00755E+00 2.51448E-01 8.88160E-01 8.71616E+00 1.00112E+00 -2.24839E+06 8.71621E+00 1.00112E+00 2.26461E+06 
2.22208E+00 3.22183E-01 1.10415E+00 9.47868E+00 1.25049E+00 -2.24433E+06 9.47870E+00 1.25049E+00 2.26088E+06 
2.49569E+00 4.06436E-01 1.39524E+00 1.04538E+01 1.54870E+00 -2.23961E+06 1.04537E+01 1.54869E+00 2.25649E+06 
2.75391E+00 4.81954E-01 1.69238E+00 1.13756E+01 1.81674E+00 -2.23551E+06 1.13755E+01 1.81673E+00 2.25265E+06 
2.83785E+00 5.05862E-01 1.79441E+00 1.16754E+01 1.90172E+00 -2.23423E+06 1.16754E+01 1.90171E+00 2.25146E+06 
3.29584E+00 6.31969E-01 2.40452E+00 1.33132E+01 2.35061E+00 -2.22770E+06 1.33130E+01 2.35059E+00 2.24530E+06 
3.86106E+00 7.79651E-01 3.30052E+00 1.53367E+01 2.87737E+00 -2.22043E+06 1.53365E+01 2.87735E+00 2.23841E+06 
4.55081E+00 9.50796E-01 4.65037E+00 1.78083E+01 3.48880E+00 -2.21242E+06 1.78080E+01 3.48878E+00 2.23081E+06 
5.38483E+00 1.14710E+00 6.74080E+00 2.07988E+01 4.19094E+00 -2.20371E+06 2.07985E+01 4.19092E+00 2.22250E+06 
